349.97	5.7177442E-25
351.97	1.1023405E-24
353.98	2.0325822E-24
355.98	3.9638259E-24
357.99	6.9277189E-24
359.99	1.1315444E-23
362	2.0129687E-23
364	4.4770627E-23
366.01	1.3184438E-22
368.01	4.0710935E-22
370.02	1.4494623E-21
372.02	4.1674999E-21
374.03	1.1000750E-20
376.03	2.4598422E-20
377.97	5.0004146E-20
379.97	9.4360327E-20
381.98	1.6669213E-19
383.98	2.7854725E-19
385.99	4.9066409E-19
387.99	7.8386956E-19
390	1.1174187E-18
392	1.9096357E-18
394.01	3.2328818E-18
396.01	5.5229708E-18
398.02	9.8986757E-18
400.02	1.8286689E-17
402.03	3.3224300E-17
404.03	6.2642173E-17
406.04	1.2054415E-16
407.97	2.3200122E-16
409.97	4.4720819E-16
411.98	8.6323944E-16
413.98	1.6576180E-15
415.99	3.2039926E-15
417.99	6.0123972E-15
420	1.1444210E-14
422	2.1557141E-14
424.01	4.0459737E-14
426.01	7.5116203E-14
428.02	1.3910400E-13
430.02	2.5787267E-13
432.03	4.6558039E-13
434.03	8.3922761E-13
435.96	1.4824373E-12
437.97	2.6580533E-12
439.97	4.7326173E-12
441.98	8.3505478E-12
443.98	1.4600693E-11
445.99	2.5809994E-11
447.99	4.4603053E-11
450	7.6882260E-11
452	1.2993080E-10
454.01	2.2048837E-10
456.01	3.7315787E-10
458.02	6.2795336E-10
460.02	1.0462277E-09
462.03	1.7383468E-09
464.03	2.8730108E-09
465.96	4.6188254E-09
467.97	7.5319675E-09
469.98	1.2242358E-08
471.98	1.9700843E-08
473.99	3.1560191E-08
475.99	5.0176224E-08
478	7.9590990E-08
480	1.2528805E-07
482.01	1.9651620E-07
484.01	3.0640791E-07
486.02	4.7603203E-07
488.02	7.3392320E-07
490.03	1.1284377E-06
492.03	1.7228156E-06
494.04	2.6202106E-06
495.97	3.9037592E-06
497.97	5.8660346E-06
499.98	8.7885161E-06
501.98	1.3057538E-05
503.99	1.9330047E-05
505.99	2.8445366E-05
508	4.1622858E-05
510	6.0550781E-05
512.01	8.7777538E-05
514.01	1.2642533E-04
516.02	1.8159359E-04
518.02	2.5929783E-04
520.03	3.6936474E-04
522.03	5.2314283E-04
524.04	7.3956586E-04
525.97	1.0279482E-03
527.97	1.4394362E-03
529.98	2.0122642E-03
531.98	2.7952702E-03
533.99	3.8712714E-03
535.99	5.3232344E-03
538	7.2923762E-03
540	9.9069264E-03
542.01	1.3390787E-02
544.01	1.7926759E-02
546.02	2.3891194E-02
548.02	3.1470933E-02
550.03	4.1150501E-02
552.03	5.3185181E-02
553.96	6.7510171E-02
555.97	8.5689374E-02
557.97	1.0711314E-01
559.98	1.3322446E-01
561.98	1.6349430E-01
563.99	1.9853008E-01
565.99	2.3811880E-01
568	2.8265302E-01
570	3.2901349E-01
572.01	3.7916666E-01
574.01	4.3209787E-01
576.02	4.8767245E-01
578.02	5.4454546E-01
580.03	6.0237411E-01
582.04	6.5987273E-01
583.97	7.1378559E-01
585.97	7.6727233E-01
587.98	8.1753033E-01
589.98	8.6304813E-01
591.99	9.0334905E-01
593.99	9.3722459E-01
596	9.6434715E-01
598	9.8395172E-01
600.01	9.9591801E-01
602.01	1.0000000E+00
604.02	9.9629819E-01
606.02	9.8508645E-01
608.03	9.6665553E-01
610.03	9.4173185E-01
612.04	9.1073227E-01
613.97	8.7605736E-01
615.97	8.3584112E-01
617.98	7.9187702E-01
619.98	7.4546321E-01
621.99	6.9698599E-01
623.99	6.4773607E-01
626	5.9797757E-01
628	5.4888798E-01
630.01	5.0058226E-01
632.01	4.5405738E-01
634.02	4.0927562E-01
636.02	3.6702044E-01
638.03	3.2712181E-01
640.03	2.9014570E-01
641.96	2.5713446E-01
643.97	2.2557644E-01
645.97	1.9700971E-01
647.98	1.7107997E-01
649.98	1.4793813E-01
651.99	1.2721642E-01
653.99	1.0896141E-01
656	9.2820967E-02
658	7.8776552E-02
660.01	6.6504513E-02
662.01	5.5946737E-02
664.02	4.6833154E-02
666.02	3.9053989E-02
668.03	3.2437372E-02
670.03	2.6812082E-02
671.97	2.2258393E-02
673.97	1.8303897E-02
675.98	1.4928588E-02
677.98	1.2123651E-02
679.99	9.9258861E-03
681.99	7.9250560E-03
684	6.4581148E-03
686	5.2922651E-03
688.01	4.2024101E-03
690.01	3.4699924E-03
692.02	2.6663371E-03
694.02	2.1580646E-03
696.03	1.6372464E-03
698.03	1.5866090E-03
700.04	1.4412220E-03
701.97	5.7682932E-04
703.97	0.0000000E+00
705.98	0.0000000E+00
707.98	0.0000000E+00
709.99	0.0000000E+00
711.99	0.0000000E+00
714	0.0000000E+00
716	0.0000000E+00
718.01	0.0000000E+00
720.01	0.0000000E+00
722.02	0.0000000E+00
724.02	0.0000000E+00
726.03	0.0000000E+00
728.03	0.0000000E+00
729.96	0.0000000E+00
731.97	0.0000000E+00
733.97	0.0000000E+00
735.98	0.0000000E+00
737.98	0.0000000E+00
739.99	0.0000000E+00
741.99	0.0000000E+00
744	0.0000000E+00
746	0.0000000E+00
748.01	0.0000000E+00
750.01	0.0000000E+00
752.02	0.0000000E+00
754.02	0.0000000E+00
756.03	0.0000000E+00
758.03	0.0000000E+00
759.96	0.0000000E+00
761.97	0.0000000E+00
763.97	0.0000000E+00
765.98	0.0000000E+00
767.98	0.0000000E+00
769.99	0.0000000E+00
771.99	0.0000000E+00
774	0.0000000E+00
776.01	0.0000000E+00
778.01	0.0000000E+00
780.02	0.0000000E+00
782.02	0.0000000E+00
784.03	0.0000000E+00
786.03	0.0000000E+00
