300	0.43279
302	0.39164
304	0.35591
306	0.32732
308	0.30049
310	0.28008
312	0.25841
314	0.24244
316	0.22488
318	0.21132
320	0.19861
322	0.18707
324	0.17672
326	0.16684
328	0.15715
330	0.14865
332	0.14022
334	0.13258
336	0.12416
338	0.11555
340	0.10784
342	0.10272
344	0.10044
346	0.10091
348	0.10353
350	0.10575
352	0.10394
354	0.096974
356	0.085999
358	0.075889
360	0.068354
362	0.063554
364	0.061647
366	0.061779
368	0.062858
370	0.064406
372	0.066474
374	0.068284
376	0.069986
378	0.072058
380	0.076061
382	0.081392
384	0.088484
386	0.0973
388	0.10819
390	0.11915
392	0.13195
394	0.14289
396	0.15344
398	0.16324
400	0.17345
402	0.18578
404	0.20183
406	0.2227
408	0.24995
410	0.28079
412	0.31617
414	0.35011
416	0.38185
418	0.40656
420	0.42286
422	0.43191
424	0.43661
426	0.44245
428	0.45508
430	0.47774
432	0.51474
434	0.56262
436	0.62341
438	0.69014
440	0.75443
442	0.81081
444	0.84649
446	0.8577
448	0.84162
450	0.80443
452	0.75434
454	0.70783
456	0.67249
458	0.65561
460	0.65996
462	0.68509
464	0.72671
466	0.78344
468	0.84983
470	0.91511
472	0.97154
474	1
476	0.99244
478	0.94417
480	0.86164
482	0.75295
484	0.6405
486	0.53126
488	0.43458
490	0.35532
492	0.28863
494	0.23675
496	0.1947
498	0.16095
500	0.1345
502	0.11173
504	0.094158
506	0.078454
508	0.065697
510	0.054821
512	0.045762
514	0.038069
516	0.031576
518	0.026024
520	0.021776
522	0.01751
524	0.014695
526	0.011736
528	0.0098861
530	0.0078654
532	0.0064276
534	0.0050089
536	0.0043358
538	0.0034707
540	0.0027694
542	0.0021199
544	0.0019791
546	0.0014116
548	0.0013463
550	0.00088495
552	0.00098861
554	0.00063412
556	0.0006066
558	0.00048631
560	0.00059316
562	0.00042616
564	0.00035769
566	0.00031738
568	0.0002969
570	0.00020988
572	0.00045687
574	0.00022268
576	0.00032378
578	0.00018556
580	0.0002841
582	0.00024443
584	0.00023483
586	0
588	0.00026683
590	0.00016445
592	6.9746e-5
594	1.9836e-5
596	0.00033082
598	5.4389e-5
600	0.00020348
602	0.00011582
604	0.0001862
606	9.0862e-5
608	0.00020732
610	0.00015805
612	0.00025147
614	0.00017213
616	0.00024379
618	0.00011518
620	0.00026299
622	0.00014269
624	0.00017661
626	5.183e-5
628	0.00015165
630	0.00014269
632	0.00027963
634	5.375e-5
636	0.00032954
638	0.00017917
640	0.00026427
642	6.9107e-5
644	0.00036089
646	0.00022076
648	0.00028347
650	5.7589e-5
652	0.00029754
654	0.00021116
656	0.00038009
658	2.4315e-5
660	0.00022844
662	0.00029434
664	0.00028347
666	0.000183
668	0.00034553
670	0.00030074
672	0.00027899
674	0.00012798
676	0.00035513
678	0.00014269
680	0.00033338
682	0.00017981
684	0.00045879
686	0.00033593
688	0.00015677
690	0.00014141
692	0.00041208
694	0.0001894
696	0.00045047
698	0.00039544
700	0.00035257
702	0.00012222
704	0.00040376
706	0.0001958
708	0.00042424
710	9.8541e-5
712	0.00065267
714	0.00019452
716	0.00050102
718	0.00026363
720	0.00051126
722	0.00038457
724	0.00044791
726	0.00013117
728	0.00061492
730	0.00025211
732	0.00056885
734	0.00033018
736	0.00059061
738	0.00052022
740	0.00048311
742	0.00024315
744	0.00055925
746	0.00044087
748	0.00059764
750	0.00028794
752	0.00063924
754	0.00051574
756	0.00072562
758	0.00044535
760	0.0006354
762	0.00066483
764	0.00065907
766	0.00045879
768	0.00063732
770	0.00047927
772	0.00067955
774	0.00036281
776	0.0008152
778	0.0005183
780	0.00081776
782	0.00048375
784	0.00085679
786	0.00055285
788	0.00075697
790	0.00050998
792	0.00073778
794	0.00050742
796	0.00074801
798	0.00048055
800	0.00079089
